Query	Hit	E-value	Coverage (%)	Identity (%)
SPCC1281.04	AT1G60680.1 	4.60888e-43	85	36
SPCC1281.06c	AT3G15870.1 	1.08716e-35	63	33
SPCC1281.07c	AT4G19880.1 	3.9853e-83	98	43
SPCC622.08c	AT1G51060.1 	1.85801e-43	85	77
SPCC622.09	AT2G28720.1 	1.6382e-49	71	77
SPCC622.12c	AT1G51720.1 	2.9222e-95	98	39
SPCC622.18	AT1G74050.1 	3.41178e-47	95	51
SPCC61.03	AT5G19150.2 	5.98036e-72	93	41
SPCC61.04c	AT2G36300.1 	1.53425e-17	74	35
SPCC11E10.01	AT3G57050.2 	9.56334e-127	96	51
SPCC11E10.02c	AT1G08750.3 	1.89891e-107	70	56
SPCC11E10.05c	AT1G14240.4 	1.83231e-42	70	28
SPCC11E10.07c	AT1G72340.1 	3.14164e-62	96	39
SPCC11E10.08	AT4G05420.1 	5.6569e-24	96	21
SPCC188.02	AT3G26020.2 	6.9393e-147	75	51
SPCC188.06c	AT1G48900.2 	5.66377e-147	80	52
SPCC188.08c	AT5G06600.2 	2.57243e-171	93	36
SPCC188.11	AT1G77180.3 	2.57152e-77	58	50
SPCC584.13	AT2G01170.1 	8.46097e-62	88	30
SPCC584.04	AT1G18070.2 	7.58491e-151	64	52
SPCC584.05	AT1G12360.1 	1.7273e-35	81	27
SPCC1753.01c	AT2G24490.2 	1.166e-26	93	34
SPCC1753.04	AT5G63980.1 	7.06803e-79	95	41
SPCC162.11c	AT3G27440.1 	6.20231e-81	93	34
SPCC162.10	AT3G08730.1 	3.93433e-39	88	28
SPCC162.06c	AT3G10640.1 	4.86272e-39	92	41
SPCC162.05	AT2G30920.1 	1.55951e-42	85	40
SPCC162.03	AT5G65205.1 	2.13359e-22	69	33
SPCC13B11.01	AT5G63620.1 	4.10344e-26	93	29
SPCC13B11.03c	AT3G10850.1 	1.73601e-56	94	43
SPCC13B11.04c	AT5G43940.1 	1.59599e-161	97	61
SPCC777.03c	AT1G08490.1 	2.05068e-22	66	30
SPCC777.06c	AT3G13800.1 	2.56587e-63	98	39
SPCC777.09c	AT1G80600.1 	7.54197e-90	92	40
SPCC777.10c	AT2G18600.1 	3.28179e-56	98	50
SPCC777.13	AT2G17790.1 	1.17075e-144	92	38
SPCC777.14	AT3G25840.2 	1.20369e-125	77	51
SPCC777.15	AT5G67220.1 	3.42935e-45	71	39
SPCC663.03	AT5G46540.1 	0.0	93	38
SPCC663.04	AT4G31985.1 	4.10741e-22	100	74
SPCC663.05c	AT1G66740.1 	2.2258e-47	60	52
SPCC663.06c	AT4G20760.1 	7.35619e-25	97	32
SPCC663.08c	AT4G20760.1 	3.62979e-24	97	32
SPCC663.09c	AT4G20760.1 	5.14967e-29	97	31
SPCC663.12	AT5G53770.1 	4.17778e-27	79	32
SPCC663.13c	AT5G11340.1 	6.89377e-15	90	28
SPCC417.06c	AT5G09890.2 	1.25363e-79	72	35
SPCC417.11c	AT3G48730.1 	6.80227e-38	89	33
SPCC191.02c	AT5G36880.1 	0.0	96	47
SPCC191.07	AT4G10040.1 	4.32165e-44	95	57
SPCC191.09c	AT2G30870.1 	1.58333e-14	69	30
SPCC1450.04	AT2G18110.1 	1.57977e-36	99	41
SPCC1450.06c	AT2G20270.1 	1.51947e-11	54	34
SPCC1450.10c	AT4G16440.1 	8.01396e-84	96	34
SPCC1450.13c	AT2G20690.1 	2.38985e-61	93	51
SPCC1450.14c	AT1G72280.1 	2.272e-58	78	33
SPCC1450.15	AT3G06060.1 	8.38139e-26	52	29
SPCC1450.16c	AT5G04040.1 	6.02945e-53	83	29
SPCC1442.03	AT4G39460.2 	2.42107e-34	65	38
SPCC1442.06	AT1G79210.3 	3.28463e-100	98	61
SPCC1442.08c	AT1G22450.1 	1.73898e-31	100	53
SPCC1442.10c	AT2G15430.1 	1.01713e-47	61	45
SPCC1442.09	AT5G05730.1 	2.79526e-99	97	43
SPCC1442.14c	AT5G48545.1 	4.52176e-22	73	43
SPCC1442.15c	AT5G62050.1 	8.49475e-10	98	25
SPCC1442.16c	AT5G61510.1 	2.08433e-44	96	38
SPCC285.03	AT4G15850.1 	6.86623e-66	81	36
SPCC285.04	AT5G58220.3 	2.27418e-15	95	36
SPCC285.08	AT5G05010.2 	6.32012e-48	74	44
SPCC285.11	AT4G10790.1 	1.57444e-12	62	29
SPCC285.12	AT2G03870.1 	9.68957e-25	82	55
SPCC285.15c	AT5G03850.1 	4.0037e-15	79	66
SPCC285.16c	AT4G02070.1 	5.25201e-169	70	38
SPCC285.17	AT1G49520.1 	1.25649e-24	81	35
SPCC1223.03c	AT3G10370.1 	2.79063e-130	90	41
SPCC1223.05c	AT1G52300.1 	3.20958e-28	89	70
SPCC1223.07c	AT4G26870.1 	3.89941e-146	88	46
SPCC1223.09	AT2G26230.1 	4.83599e-31	95	30
SPCC1223.11	AT2G25070.1 	1.20435e-83	78	49
SPCC1223.14	AT1G48850.1 	3.87961e-113	92	50
SPCC737.02c	AT5G25450.1 	1.03319e-10	77	42
SPCC737.07c	AT2G03270.1 	1.04829e-140	94	39
SPCC737.09c	AT5G58270.1 	5.84366e-132	70	39
SPCC74.01	AT2G17980.1 	3.14273e-120	98	35
SPCC74.03c	AT3G01090.3 	5.67558e-130	93	43
SPCC74.04	AT2G01170.1 	9.72246e-51	87	31
SPCC74.05	AT2G32220.1 	5.73449e-46	100	50
SPCC18.03	AT1G10170.1 	4.09337e-107	76	33
SPCC18.05c	AT5G52820.1 	5.92759e-144	86	47
SPCC18.06c	AT2G32070.1 	3.88761e-90	77	50
SPCC18.08	AT3G11710.1 	6.02751e-102	88	40
SPCC18.09c	AT5G01310.1 	3.17218e-16	75	29
SPCC18.10	AT5G37850.2 	8.31443e-43	69	37
SPCC18.12c	AT2G34570.1 	2.4627e-19	58	28
SPCC18.13	AT1G03110.1 	4.57023e-10	62	24
SPCC18.14c	AT2G40010.1 	1.15708e-83	99	47
SPCC18.15	AT5G63010.1 	1.25825e-36	96	32
SPCC18.16c	AT4G21470.1 	1.45925e-42	85	51
SPCC18.18c	AT5G50950.2 	0.0	88	68
SPCC290.02	AT5G23710.1 	2.51959e-16	72	28
SPCC4F11.02	AT4G31750.1 	4.93344e-43	69	38
SPCC1906.01	AT2G39770.2 	8.72395e-148	100	60
SPCC1739.08c	AT2G29260.1 	4.6053e-26	93	28
SPCC1739.12	AT3G19980.1 	5.13274e-163	99	68
SPCC1739.13	AT3G12580.1 	0.0	93	77
SPCC1739.14	AT2G41620.1 	3.24343e-10	58	21
SPCPB1C11.01	AT2G38290.1 	5.42018e-34	83	32
SPCPB1C11.02	AT5G36940.1 	4.06469e-08	72	24
SPCC576.03c	AT3G11630.1 	1.57801e-64	96	52
SPCC576.04	AT4G15470.1 	1.91586e-40	92	35
SPCC576.06c	AT3G02660.1 	1.72224e-68	68	39
SPCC576.07	AT1G60970.1 	1.28391e-23	94	35
SPCC576.08c	AT3G57490.1 	2.70146e-115	86	70
SPCC576.09	AT5G62300.2 	7.20433e-52	85	73
SPCC576.10c	AT5G58290.1 	0.0	100	75
SPCC576.11	AT4G16720.1 	1.63129e-72	100	69
SPCC576.14	AT4G31790.2 	3.47544e-106	96	56
SPCC126.01c	AT2G21390.1 	1.92381e-13	76	22
SPCC126.02c	AT1G16970.1 	1.25497e-40	99	26
SPCC126.03	AT1G20370.1 	3.43145e-56	84	31
SPCC126.10	AT5G62930.1 	1.71295e-15	82	29
SPCC1620.01c	AT1G03330.1 	6.2225e-37	92	64
SPCC1620.04c	AT4G33260.1 	2.33153e-48	81	30
SPCC1620.05	AT4G24490.2 	3.89897e-37	66	37
SPCC1620.06c	AT2G35390.1 	7.91364e-81	96	42
SPCC1620.08	AT2G20420.1 	1.60925e-135	90	48
SPCC1620.11	AT2G41620.1 	9.0085e-19	76	24
SPCC1620.13	AT5G04120.1 	3.68654e-09	56	36
SPCC830.06	AT1G64480.1 	1.18084e-15	76	36
SPCC830.08c	AT4G24960.1 	8.93486e-18	60	32
SPCC830.09c	AT1G04635.1 	2.57067e-15	94	31
SPCC830.10	AT4G13720.1 	2.01501e-55	92	46
SPCC830.11c	AT5G60340.1 	9.25705e-53	97	45
SPCC1919.01	AT2G30360.1 	4.17703e-44	83	31
SPCC1919.09	AT3G55620.1 	3.54045e-131	99	70
SPCC1919.10c	AT5G43900.3 	0.0	71	35
SPCC1919.12c	AT5G20660.1 	2.86005e-29	54	29
SPCC1919.13c	AT4G26485.1 	1.43657e-16	51	35
SPCC790.02	AT1G12470.1 	5.03667e-68	93	26
SPCC790.03	AT3G59520.1 	3.1795e-12	73	29
SPCC1840.01c	AT1G69680.1 	2.76848e-13	75	30
SPCC1840.03	AT5G19820.1 	3.92949e-172	98	33
SPCC1840.04	AT4G25110.1 	1.15811e-54	66	34
SPCC1840.05c	AT5G17530.3 	2.97019e-07	56	26
SPCC1840.06	AT5G13450.1 	3.93311e-29	98	34
SPCC1840.07c	AT1G18480.1 	7.66203e-24	77	31
SPCC1840.09	AT1G32220.1 	1.56057e-14	98	27
SPCC1840.10	AT1G65700.2 	1.56386e-24	97	42
SPCC1840.11	AT5G38890.1 	1.71623e-36	96	43
SPCC1840.12	AT5G64410.1 	4.19227e-106	90	31
SPCC965.03	AT3G58730.1 	4.63119e-52	72	48
SPCC965.04c	AT2G26140.1 	1.69788e-175	66	56
SPCC965.06	AT1G04690.1 	7.82324e-106	93	49
SPCC965.07c	AT2G47730.1 	4.21432e-16	86	29
SPCC965.09	AT2G27450.1 	1.0827e-37	94	36
SPCC965.14c	AT5G28050.1 	1.08391e-12	67	35
SPCC1494.01	AT4G16770.1 	8.65043e-29	85	32
SPCC1494.02c	AT1G02680.1 	3.1879e-22	84	39
SPCC1494.04c	AT5G34930.1 	1.18636e-08	57	26
SPCC1494.05c	AT1G32850.1 	4.11177e-79	58	33
SPCC1494.06c	AT4G34910.1 	1.05417e-100	91	39
SPCC70.03c	AT5G38710.1 	2.35814e-26	88	26
SPCC70.06	AT3G06290.1 	3.61401e-21	83	31
SPCC70.07c	AT5G59440.2 	6.44657e-63	93	48
SPCC1827.08c	AT1G21760.1 	5.15414e-14	55	28
SPCC1827.01c	AT1G17690.1 	8.92959e-107	65	42
SPCC1827.03c	AT3G48990.1 	1.01472e-142	90	52
SPCC1827.04	AT1G01930.1 	4.96245e-27	80	29
SPCC1827.06c	AT1G14810.1 	3.84799e-08	90	29
SPCC1827.07c	AT1G35350.1 	5.15528e-35	68	26
SPCP1E11.06	AT1G60070.1 	1.00423e-158	66	43
SPCP1E11.08	AT5G06360.1 	3.17224e-110	99	62
SPCP1E11.09c	AT5G24510.1 	2.124e-17	57	52
SPCP1E11.11	AT3G16810.1 	1.92101e-40	69	30
SPCC569.08c	AT1G31220.1 	1.0631e-13	97	26
SPCC569.07	AT4G11280.1 	7.9768e-08	77	26
SPMIT.01	ATMG01360.1 	0.0	97	60
SPMIT.04	ATMG00730.1 	7.12372e-81	95	44
SPMIT.05	ATMG00220.1 	1.51235e-103	96	50
SPMIT.07	ATMG01170.1 	5.67813e-46	100	41
SPMIT.10	ATMG01080.1 	5.44244e-14	97	56
SPMIT.11	ATMG00160.1 	1.06401e-69	96	45
SPBC460.02c	AT1G09640.2 	2.12802e-12	88	27
